id	match	title	describe_en	url
1034	partial	Hemophagocytic lymphohistiocytosis – reactive - 3.	Bone marrow aspirate smear shows a cohesive aggregate of medium-sized mononuclear cells with high N:C ratio, finely granular chromatin and scant pale cytoplasm, with focal nuclear molding. Scattered single mononuclear cells and red cells are present in the background. No hemophagocytic histiocytes are identified in this field, so the image does not by itself demonstrate hemophagocytosis. The nature of the cluster (clumped hematopoietic precursors versus non-hematopoietic tumor cells) cannot be determined from this field; correlation with the remainder of the aspirate, biopsy and immunophenotyping is required.	https://imagebank.hematology.org/image/1034/hemophagocytic-lymphohistiocytosis--reactive--3?type=upload
1035	partial	Hemophagocytic lymphohistiocytosis – reactive - 4.	Aspirate smear shows a cellular population dominated by medium-sized mononuclear cells with round nuclei, fine chromatin and pale blue cytoplasm, arranged singly and in loose aggregates. Several dark pigment or debris clumps are present, and occasional larger cells with more cytoplasm are seen. No definite hemophagocytic histiocytes are identified in this field. The image does not by itself demonstrate hemophagocytosis; the identity of the dominant population should be established with immunophenotyping and review of other fields.	https://imagebank.hematology.org/image/1035/hemophagocytic-lymphohistiocytosis--reactive--4?type=upload
1058	partial	Relapsed accelerated CML – T315I mutation - 5.	Smear from a thick area shows increased blasts, which are medium to large cells with high nuclear-to-cytoplasmic ratios, finely dispersed chromatin, and basophilic cytoplasm. They are admixed with granulocytic precursors, including an eosinophilic myelocyte with coarse orange granules, a basophil, and a neutrophil. Red cells are crowded with drying artifact, and it cannot be determined with certainty whether this is blood or marrow. In the context of known CML, findings are consistent with disease progression with increased blasts (accelerated/blast phase); blast enumeration and ABL1 kinase domain mutation analysis (e.g., T315I) are indicated.	https://imagebank.hematology.org/image/1058/relapsed-accelerated-cml--t315i-mutation--5?type=upload
1060	partial	Metastatic prostate carcinoma - 2.	Bone marrow trephine biopsy section shows thickened trabeculae with prominent lamellar lines, consistent with osteosclerotic change. The intertrabecular space is replaced by a population of pale, vacuolated cells with small hyperchromatic nuclei, with loss of normal hematopoiesis. Definite glandular differentiation or cytologic atypia is difficult to confirm at this magnification. In the clinical context, findings are suggestive of marrow involvement by metastatic carcinoma with osteoblastic reaction; confirmation with keratin and prostatic markers (PSA, NKX3.1) is recommended.	https://imagebank.hematology.org/image/1060/metastatic-prostate-carcinoma--2?type=upload
1069	partial	Döhle bodies - 1.	Peripheral blood smear shows a segmented neutrophil and a band neutrophil with coarse cytoplasmic granulation. A faint pale blue peripheral cytoplasmic inclusion suggestive of a Döhle body may be present, but it is not well resolved at this magnification. The red cells are largely normocytic with a few polychromatophilic cells, and platelets are present. Findings are consistent with reactive neutrophil changes such as toxic granulation, supporting an infectious or inflammatory process.	https://imagebank.hematology.org/image/1069/dhle-bodies--1?type=upload
1077	partial	Flame cell - 1.	Bone marrow aspirate smear shows a large plasma cell (arrow) with a small eccentric nucleus, perinuclear hof, and voluminous blue-violet cytoplasm. The cytoplasm appears slightly mottled but lacks a clearly defined red-purple peripheral fringe typical of classic flame cells. Background maturing myeloid and erythroid cells and small lymphocytes are present. Findings represent a plasma cell with abundant cytoplasm raising the possibility of a flame cell, which is associated with IgA-secreting plasma cell neoplasms but is not specific.	https://imagebank.hematology.org/image/1077/flame-cell--1?type=upload
1078	partial	Snapper-Schneid granules - 1.	Bone marrow aspirate smear at low power is cellular with numerous fat spaces and mixed hematopoietic elements. Plasma cells with eccentric nuclei and basophilic cytoplasm appear increased, and some show faint azurophilic cytoplasmic granulation, although granule detail is limited at this magnification. Maturing granulocytes and erythroid precursors are present. Findings suggest a plasmacytosis with granulated plasma cells; higher-power review, plasma cell enumeration, and clonality studies are required.	https://imagebank.hematology.org/image/1078/snapperschneid-granules--1?type=upload
1085	partial	CML - 3.	Bone marrow biopsy section shows a fragment containing clustered large cells with abundant eosinophilic cytoplasm and single, round, hypolobated nuclei, in keeping with small hypolobated megakaryocytes. The intervening stroma contains streaming, hyperchromatic spindle nuclei suggestive of fibrosis with some crush artifact, and an adjacent area is hemorrhagic. Overall marrow cellularity and myeloid maturation cannot be assessed in this field. In the appropriate context, the megakaryocytic morphology is compatible with chronic myeloid leukemia; confirmation of BCR-ABL1 is required.	https://imagebank.hematology.org/image/1085/cml--3?type=upload
1087	partial	CML - 5.	Low-power H&E section of a bone marrow biopsy shows bony trabeculae with markedly hypercellular marrow spaces and near-complete loss of fat, admixed with abundant hemorrhage. Focal cellular streaming suggests crush or fibrosis. Individual cell lineages and megakaryocyte morphology cannot be assessed at this magnification. Hypercellularity is compatible with the clinical diagnosis of chronic myeloid leukemia, but the image alone is not specific.	https://imagebank.hematology.org/image/1087/cml--5?type=upload
1088	partial	CML - 6.	Low-power section of a bone marrow biopsy shows diffuse dark brown staining with a dense fibrillary background, most consistent with an overdeveloped reticulin (silver) stain, in which fibers appear increased and surround numerous megakaryocytes. Areas of streaming are present. Heavy background staining and the low magnification preclude reliable fiber grading or cytologic assessment. The findings suggest increased marrow fibrosis in chronic myeloid leukemia, but a well-differentiated reticulin and trichrome stain are needed for grading.	https://imagebank.hematology.org/image/1088/cml--6?type=upload
1089	partial	Peripheral blood findings in juvenile myelomonocytic leukemia - 1.	Peripheral blood smear shows a single neutrophil with a bilobed nucleus connected by a thin bridge, dense clumped chromatin, and pale hypogranular cytoplasm, consistent with a pseudo-Pelger-Huët cell. Red cells show mild anisocytosis with scattered echinocytes, and platelets appear reduced in this field. No monocytes, immature myeloid cells, or blasts are present in the field shown. In a child with monocytosis and splenomegaly, dysgranulopoiesis of this type supports juvenile myelomonocytic leukemia, but the field alone is not diagnostic.	https://imagebank.hematology.org/image/1089/peripheral-blood-findings-in-juvenile-myelomonocytic-leukemia--1?type=upload
1092	partial	Peripheral blood findings in juvenile myelomonocytic leukemia - 4.	Peripheral blood smear shows a medium-sized mononuclear cell with a high nuclear-to-cytoplasmic ratio, fine open chromatin and a thin rim of basophilic agranular cytoplasm, consistent with a circulating blast. No Auer rods are seen. A large platelet is present nearby. In the setting of juvenile myelomonocytic leukemia, occasional circulating blasts are expected, but a blast count of 20% or more would indicate transformation to acute leukemia.	https://imagebank.hematology.org/image/1092/peripheral-blood-findings-in-juvenile-myelomonocytic-leukemia--4?type=upload
1094	partial	Marrow findings in JMML - 1.	The smear shows a cluster of nucleated cells composed of monocytes and promonocyte-like cells with folded nuclei, left-shifted granulocytes including myelocytes and bands, occasional hypolobated neutrophils, and several nucleated erythroid precursors. Blasts are not increased in this field. This image is identical to the one labeled as peripheral blood for this case (record 1093), and the dilute cellularity makes it difficult to confirm that it is a marrow aspirate. The myelomonocytic proliferation is consistent with juvenile myelomonocytic leukemia, but marrow findings in JMML are nonspecific and diagnosis rests on blood counts and genetics.	https://imagebank.hematology.org/image/1094/marrow-findings-in-jmml--1?type=upload
1097	partial	Marrow findings in JMML - 4.	Immunohistochemical stain of a hypercellular bone marrow biopsy shows diffuse granular cytoplasmic positivity in the majority of cells, with scattered interspersed negative cells. The staining pattern is typical of a myeloid or monocytic marker (such as myeloperoxidase or lysozyme), although the specific antibody is not stated. The findings indicate that the marrow is largely occupied by myelomonocytic cells, consistent with juvenile myelomonocytic leukemia in context; CD34 staining would be needed to assess blast percentage.	https://imagebank.hematology.org/image/1097/marrow-findings-in-jmml--4?type=upload
1098	partial	Marrow findings in JMML - 5.	Immunohistochemical stain on a bone marrow biopsy section shows a hypercellular marrow in which a large proportion of cells display coarse granular brown cytoplasmic positivity. The positive population includes medium-sized cells with oval to indented nuclei and larger cells with more abundant cytoplasm, consistent with expanded myelomonocytic elements. The specific antibody is not stated; the granular pattern is compatible with a myeloid/monocytic marker such as lysozyme, CD68, or MPO. In context, findings support myelomonocytic proliferation as seen in juvenile myelomonocytic leukemia.	https://imagebank.hematology.org/image/1098/marrow-findings-in-jmml--5?type=upload
1102	partial	Sezary syndrome - peripheral smear - 1.	Low-power view of a peripheral blood smear shows an increased number of small, uniform, dark-staining lymphoid cells with high nuclear-to-cytoplasmic ratio and few other leukocytes. Red cells and platelets appear unremarkable. The nuclear contours cannot be assessed at this magnification, so cerebriform morphology cannot be confirmed. The findings indicate a small-cell lymphocytosis compatible with Sézary syndrome in the appropriate clinical setting; high-power review and flow cytometry are required.	https://imagebank.hematology.org/image/1102/sezary-syndrome--peripheral-smear--1?type=upload
1103	partial	Sezary syndrome - peripheral smear - 2.	Peripheral blood smear shows two lymphoid cells, one small with dense chromatin and one slightly larger with a mildly irregular nuclear outline and scant agranular cytoplasm, adjacent to a normal segmented neutrophil. The characteristic cerebriform nuclear folding is not clearly resolved at this magnification. Red cells show prominent central pallor. The lymphoid cells are compatible with, but not diagnostic of, Sézary cells; flow cytometry for CD4+ T cells with loss of CD7 and/or CD26 is required.	https://imagebank.hematology.org/image/1103/sezary-syndrome--peripheral-smear--2?type=upload
111	partial	Refractory Cytopenia of Childhood	Peripheral blood smear shows leukopenia with few circulating leukocytes, mild anisocytosis with occasional macrocytes, and no circulating blasts identified. The bone marrow aspirate shows dysplastic megakaryocytes with widely separated round nuclei and clusters of erythroid precursors with megaloblastoid chromatin and occasional nuclear irregularity; blasts are not increased. The core biopsy shows trilineage hematopoiesis with small hypolobated megakaryocytes and immature erythroid islands; the low-power field illustrated appears cellular rather than hypocellular, so overall cellularity should be judged on the entire core against age-matched norms. Conventional cytogenetics shows 45,XY,-7 and interphase FISH confirms loss of one chromosome 7 (one CEP7 and one D7S486 signal). Findings are consistent with refractory cytopenia of childhood (childhood MDS with low blasts) with monosomy 7.	https://imagebank.hematology.org/reference-case/111/refractory-cytopenia-of-childhood
1142	partial	APL - biopsy - 2.	This Romanowsky-stained preparation (aspirate smear or biopsy touch imprint) shows sheets of monotonous immature myeloid cells with moderate cytoplasm containing azurophilic granules and round to folded nuclei with fine chromatin. Residual normal hematopoietic elements are sparse. Although the title indicates a biopsy, the image is a cytologic preparation rather than a histologic section. Auer rods and bilobed butterfly nuclei cannot be confidently resolved at this magnification. Findings are consistent with acute promyelocytic leukemia in context; confirmation of PML::RARA is required.	https://imagebank.hematology.org/image/1142/apl--biopsy--2?type=upload
1147	partial	Herpes simplex lymphadenitis - 1.	Lymph node section at low to medium power shows extensive eosinophilic necrosis with abundant karyorrhectic nuclear debris and scattered inflammatory cells. A more cellular area is present along one side, and vessels and fat vacuoles are seen within the tissue. Viral cytopathic changes cannot be evaluated at this magnification. Findings are those of a necrotizing lymphadenitis; in context, herpes simplex virus lymphadenitis is favored, pending higher-power review for intranuclear inclusions and HSV immunohistochemistry.	https://imagebank.hematology.org/image/1147/herpes-simplex-lymphadenitis--1?type=upload
1150	partial	Herpes simplex lymphadenitis - 4.	Lymph node section shows a polymorphous paracortical infiltrate composed of small lymphocytes, plasmacytoid cells, histiocytes, and scattered large activated immunoblast-like cells with vesicular nuclei and nucleoli. Vessels with plump endothelial cells are prominent. Necrosis and definite herpetic intranuclear inclusions are not identified in this field. Findings are those of a reactive paracortical/immunoblastic hyperplasia, which can accompany herpes simplex virus lymphadenitis adjacent to necrotic foci.	https://imagebank.hematology.org/image/1150/herpes-simplex-lymphadenitis--4?type=upload
1202	partial	Primary effusion lymphoma - 3.	Immunohistochemical stain (marker not specified) performed on a cell block/tissue preparation shows a mixed population of large atypical cells with vesicular nuclei and small lymphocytes. A subset of the large cells shows membranous and paranuclear dot-like positivity, while small lymphocytes are negative. The staining pattern is compatible with an activation or plasmacytic marker such as CD30 or CD138, but the specific antibody cannot be determined from the image. In the appropriate clinical context, findings support involvement by primary effusion lymphoma; confirmation requires HHV8 (LANA) positivity.	https://imagebank.hematology.org/image/1202/primary-effusion-lymphoma--3?type=upload
1207	partial	Amyloidosis - 4.	Bone marrow core biopsy immunostain shows numerous positive cells scattered interstitially and in small clusters throughout a cellular marrow; the membranous pattern is compatible with a plasma cell marker such as CD138, although the antibody is not specified. A pale, acellular, round homogeneous deposit is present centrally, which could represent amyloid but requires Congo red staining for confirmation. Kappa/lambda staining is needed to establish clonality and quantify the plasma cell burden. Findings are suggestive of an increased plasma cell population in a patient with amyloidosis.	https://imagebank.hematology.org/image/1207/amyloidosis--4?type=upload
1208	partial	Amyloidosis - 5.	Bone marrow section stained with H&E shows a hypocellular, hemorrhagic marrow with fat spaces, an adjacent bony trabecula, and scattered small, poorly preserved nucleated cells. Pale eosinophilic, amorphous, acellular material is present in the interstitium, which may represent amyloid deposition but could also reflect edema or fibrin. Plasma cells cannot be reliably identified at this magnification. A Congo red stain with polarization (apple-green birefringence) and assessment for a clonal plasma cell population by CD138 and kappa/lambda immunostaining are recommended to confirm amyloidosis.	https://imagebank.hematology.org/image/1208/amyloidosis--5?type=upload
1213	partial	Marginal zone lymphoma: leukemic phase - 1.	Peripheral blood smear at low magnification shows an increased number of lymphoid cells relative to other leukocytes. The lymphocytes are small to medium-sized with round nuclei, condensed chromatin and scant to moderate pale blue cytoplasm; cytoplasmic villi cannot be assessed at this magnification. Occasional neutrophils are present, and smudge cells and blasts are not evident. Red cells and platelets are unremarkable. The findings indicate a lymphocytosis of mature-appearing cells, compatible with splenic marginal zone lymphoma in leukemic phase when supported by high-power morphology (villous lymphocytes) and immunophenotyping.	https://imagebank.hematology.org/image/1213/marginal-zone-lymphoma-leukemic-phase--1?type=upload
1223	partial	Essential thrombocythemia: peripheral smear - 3.	Peripheral blood smear shows normocytic, normochromic red cells without significant poikilocytosis. Platelets are dispersed singly and appear increased, with normal to slightly large forms and no clumping. Several mature segmented neutrophils with normal granulation are present, and no blasts, immature granulocytes, teardrop cells or nucleated red cells are seen. The degree of thrombocytosis cannot be quantified from this field and requires correlation with the platelet count. Findings are consistent with essential thrombocythemia in the appropriate clinical and molecular (JAK2, CALR, MPL) context.	https://imagebank.hematology.org/image/1223/essential-thrombocythemia-peripheral-smear--3?type=upload
1224	partial	Essential thrombocythemia: peripheral smear - 4.	Peripheral blood smear, examined in a relatively thick area, shows numerous scattered platelets with variation in size, including large platelets and a central platelet aggregate. A single mononuclear cell with coarse purple cytoplasmic granules is present, which may represent a basophil, although its lineage cannot be determined with confidence. Red cells appear normochromic without teardrop forms, and no blasts or nucleated red cells are seen. The findings suggest thrombocytosis with platelet anisocytosis and are consistent with essential thrombocythemia in the appropriate clinical and molecular context (JAK2, CALR or MPL mutation), although reactive thrombocytosis and other MPNs cannot be excluded on the smear alone.	https://imagebank.hematology.org/image/1224/essential-thrombocythemia-peripheral-smear--4?type=upload
1235	partial	AML with maturation - 1.	Peripheral blood smear shows several large circulating blasts with high nuclear-to-cytoplasmic ratios, round to slightly angular nuclei, finely dispersed chromatin and a moderate rim of pale basophilic agranular cytoplasm; no Auer rods are identified. A segmented neutrophil with normal lobation and granulation is present for comparison. Background red cells show crenation artifact. The findings indicate circulating blasts in keeping with acute leukemia; classification as acute myeloid leukemia with maturation requires bone marrow evaluation of granulocytic maturation and lineage confirmation.	https://imagebank.hematology.org/image/1235/aml-with-maturation--1?type=upload
1236	partial	AML with maturation - 2.	Peripheral blood smear shows a single circulating blast approximately twice the size of a red cell, with a high nuclear-to-cytoplasmic ratio, finely dispersed chromatin, a slightly indented eccentric nucleus, and a moderate rim of pale basophilic agranular cytoplasm. No Auer rods are seen. Background red cells show widespread crenation, most consistent with a drying artifact. A circulating blast indicates a leukemic process, but maturation cannot be assessed on this field; classification as acute myeloid leukemia with maturation depends on the marrow differential and lineage studies.	https://imagebank.hematology.org/image/1236/aml-with-maturation--2?type=upload
1237	partial	AML with maturation - 3.	Bone marrow aspirate smear at low magnification shows a markedly hypercellular preparation composed of a densely packed, relatively monotonous population of round cells, with loss of the normal heterogeneous hematopoietic appearance. Thick areas are present at the edges of the smear. Cytologic detail, including chromatin pattern, granules, Auer rods and the degree of granulocytic maturation, cannot be evaluated at this power. The findings are suggestive of marrow replacement by an acute leukemia and are compatible with the stated diagnosis of AML with maturation, which requires high-power morphology, blast enumeration and immunophenotyping for confirmation.	https://imagebank.hematology.org/image/1237/aml-with-maturation--3?type=upload
1240	partial	AML with maturation - 6.	Bone marrow core biopsy at low power shows a markedly hypercellular marrow, approaching 100% cellularity, with near-complete loss of adipocytes. The intertrabecular spaces are diffusely replaced by sheets of intermediate-sized immature-appearing cells, with effacement of the normal trilineage hematopoietic pattern and inconspicuous megakaryocytes. Bony trabeculae appear unremarkable. The low magnification does not allow assessment of granulocytic maturation, so correlation with the aspirate differential is required; in that context the findings are consistent with involvement by acute myeloid leukemia, reported as AML with maturation.	https://imagebank.hematology.org/image/1240/aml-with-maturation--6?type=upload
1241	partial	AML with maturation - 7.	Bone marrow core biopsy at high power shows diffuse replacement of the marrow by sheets of intermediate-sized immature cells with round to oval nuclei, fine chromatin, small nucleoli and moderate amounts of pale cytoplasm. A subset of cells has more eosinophilic cytoplasm and smaller, more condensed nuclei, suggesting some granulocytic maturation, whereas normal erythroid islands and megakaryocytes are not evident. The histologic features support involvement by acute myeloid leukemia; enumeration of maturing granulocytes on the aspirate or CD34/MPO immunostains is needed to classify it as AML with maturation.	https://imagebank.hematology.org/image/1241/aml-with-maturation--7?type=upload
1274	partial	T-PLL - 1.	Low-power view of a peripheral blood smear shows marked leukocytosis composed of numerous small, relatively uniform mononuclear cells distributed evenly among the red cells. At this magnification the cytologic features that characterize prolymphocytes, such as a single prominent nucleolus, irregular nuclear contour, and cytoplasmic blebs, cannot be evaluated. The image supports a marked lymphocytosis but is not diagnostic on its own. Correlation with high-power morphology and flow cytometry (CD4+/CD7+ bright T cells) and TCL1A rearrangement is required to confirm T-cell prolymphocytic leukemia.	https://imagebank.hematology.org/image/1274/tpll--1?type=upload
1278	partial	AML with inv(3) - 1.	Bone marrow aspirate smear is hypercellular with an increased population of intermediate to large blasts showing round nuclei, fine chromatin, occasional nucleoli and moderately basophilic cytoplasm. These are admixed with maturing granulocytic elements at all stages, scattered lymphocytes and occasional erythroid precursors, adjacent to a particle edge. Megakaryocytes are not well represented in this field, so the hypolobated megakaryocytes typical of MECOM-rearranged AML cannot be evaluated here. The findings support acute myeloid leukemia; assignment to AML with inv(3)(q21.3q26.2) or t(3;3) requires cytogenetic or FISH confirmation.	https://imagebank.hematology.org/image/1278/aml-with-inv3--1?type=upload
1282	partial	Extranodal NK/T-cell lymphoma - 2.	Bone marrow aspirate smear, in a thick and suboptimally spread area, shows two large atypical cells among residual hematopoietic elements. The cells have eccentric round nuclei with fine chromatin and small nucleoli, and abundant deeply basophilic cytoplasm containing sparse fine azurophilic granules. Their appearance is plasmablast-like, and lineage cannot be assigned on morphology alone. Immunophenotyping (cytoplasmic CD3, CD56, cytotoxic markers, CD138) and EBER in situ hybridization are required. Findings are suggestive of marrow involvement by lymphoma, compatible with extranodal NK/T-cell lymphoma in the clinical context.	https://imagebank.hematology.org/image/1282/extranodal-nktcell-lymphoma--2?type=upload
1283	partial	Extranodal NK/T-cell lymphoma - 3.	Bone marrow aspirate smear shows residual trilineage hematopoietic elements with several admixed large atypical cells. These cells have deeply basophilic cytoplasm, which is finely vacuolated in one cell, and round to cleaved or bilobed nuclei with fine chromatin. Azurophilic granules are not readily identified in this field, and the morphology alone does not establish lineage. Correlation with immunophenotyping (cytoplasmic CD3, CD56, TIA-1/granzyme B) and EBER in situ hybridization is required. Findings are suggestive of marrow involvement by lymphoma and compatible with extranodal NK/T-cell lymphoma in the clinical context.	https://imagebank.hematology.org/image/1283/extranodal-nktcell-lymphoma--3?type=upload
1284	partial	Extranodal NK/T-cell lymphoma - 4.	Bone marrow aspirate smear shows a cellular marrow containing multiple enlarged histiocytes with abundant pale, vacuolated cytoplasm. Several histiocytes contain phagocytosed nucleated hematopoietic cells and nuclear debris, indicating hemophagocytosis. The background shows residual erythroid and granulocytic precursors; definite atypical lymphoma cells are not evident in this field. Findings are consistent with hemophagocytosis, which in a patient with extranodal NK/T-cell lymphoma supports lymphoma-associated hemophagocytic lymphohistiocytosis; marrow involvement should be assessed with EBER in situ hybridization.	https://imagebank.hematology.org/image/1284/extranodal-nktcell-lymphoma--4?type=upload
12890	partial	Plummer-Vinson syndrome and reactive thrombocytosis mask a JAK2-V617F positive myeloproliferative neoplasm	Peripheral blood smear shows hypochromic, microcytic red cells with anisopoikilocytosis, including pencil cells and occasional target cells, and a conspicuously increased number of platelets. No nucleated red cells, teardrop cells, or immature myeloid cells are seen in this field. The endoscopic inset shows a thin esophageal web. Findings are consistent with iron deficiency anemia with thrombocytosis and Plummer-Vinson syndrome; because thrombocytosis may persist after iron repletion, testing for JAK2 V617F, CALR, and MPL mutations is warranted, as the morphology cannot distinguish reactive thrombocytosis from an underlying myeloproliferative neoplasm.	https://imagebank.hematology.org/image/12890/plummervinson-syndrome-and-reactive-thrombocytosis-mask-a-jak2v617f-positive-myeloproliferative-neop?type=upload
12893	partial	Basophilic stippling: a lead to the diagnosis	Peripheral blood smear shows several red cells with coarse, evenly dispersed basophilic stippling, in a background of target cells, mild anisopoikilocytosis, and occasional hypochromic cells; a mature neutrophil is unremarkable. The accompanying radiograph and CT reconstructions show an intramedullary femoral rod with retained radiodense metallic fragments in the thigh soft tissues, consistent with a retained bullet. In a patient with chronic unexplained abdominal pain, findings are suggestive of lead poisoning from retained bullet fragments; blood lead level and zinc protoporphyrin should be measured. The image does not support the benzene/environmental toxin aplastic anemia category under which it is filed.	https://imagebank.hematology.org/image/12893/basophilic-stippling-a-lead-to-the-diagnosis?type=upload
1295	partial	Myeloma: CNS - 1.	Cerebrospinal fluid cytospin is paucicellular and contains scattered red cells, a few small lymphocytes, degenerated cells, and occasional medium-sized round cells with eccentric nuclei, coarse chromatin and moderate gray-blue cytoplasm resembling plasma cells. Given the low magnification, perinuclear hofs and nucleoli cannot be reliably assessed, and immunophenotypic confirmation (e.g., flow cytometry for CD138/CD38 with light chain restriction) is recommended. In a patient with plasma cell myeloma, the presence of plasma cells in CSF is suggestive of CNS involvement by myeloma.	https://imagebank.hematology.org/image/1295/myeloma-cns--1?type=upload
1302	partial	Bone marrow germinal center - 1.	Bone marrow core biopsy shows normocellular marrow with trilineage hematopoiesis and a single large, well-circumscribed intertrabecular lymphoid aggregate. The aggregate is composed mainly of small lymphocytes with a slightly paler central zone and small vessels, but a definite germinal center with centroblasts and tingible-body macrophages cannot be confirmed at this magnification. There is no paratrabecular or diffuse interstitial lymphoid infiltration. Findings are consistent with a reactive lymphoid aggregate, possibly with germinal center formation; immunohistochemistry is helpful to confirm.	https://imagebank.hematology.org/image/1302/bone-marrow-germinal-center--1?type=upload
